What is your gender?,Other,How old are you?,Do you live in London?,How would you describe your ethnicity?,Other,Do you consider yourself to have a disability?,Are you a care experienced person?,Did you hear that the government is planning to cut free travel for under-18s in London?,Do you approve or disapprove the decision to cut free travel for under-18s in London?,How important is free transport in London for you?,How many buses / tubes / trams do you currently take to get to school or college?,How do you get to school or college?,Other,"If you have to pay for transport, will it change how you get to school or college?","If you have to pay for transport, how are you planning to get to school or college?",Other,"If you lose free travel, would this change the college or school you are considering attending?","Please describe what free transport means to you in a word, or words?","“If I lose free travel, I won’t travel out of my area as much unless I have to”","“If I lose free travel, I am worried getting to school/around London is less safe”","“If I lose free travel, I will cycle instead to the places I want to go”","“If I lose free travel, I can still afford to go to the places I want to go to”","“If I lose free travel, I am worried my parents will struggle to make ends meet”","“If I lose free travel, my mental health with suffer”",Museums ,Art galleries,Shopping centres,Parks and green spaces ,Areas outside your local borough or area,Sports clubs,Friends and family ,"Where else would you visit less than you do now, if you had to pay for travel?"
Female,,16,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,,Car,Yes,"I consider myself lucky and privileged to have this, having free travel means my parents won't need to worry about an extra cost.",3,5,3,1,4,3,1,1,3,4,1,2,4,"Sometimes we have school trips, and without free travel we won't be able to go to certain places like museums!"
Female,,17,Yes,Any other White background,,No,No,No,Dissaprove,5,One,Bus,,No,,,Yes,Free transport is so helpful as a young person especially us who live in central London we may not have as much money as people who live in Essex or so on so free travel really helps support us. Being in London means you need transport for a lot of things and as a young person you may not have the funds to travel as to places and you once did with free travel so may make you more restricted to where you’re going.,5,5,1,3,5,5,2,1,3,4,2,2,2,Without free travel it will be quite pricey to get to school so I’m afraid I may not attend school as much
Male,,17,Yes,White British,,Yes,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Yes,Freedom to live and explore in London,4,5,1,3,1,5,2,1,3,4,2,3,5,Theatres and theme parks
Female,,16,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,at the moment i am 16 with no job having to pay for public transport would be duch a financial struggle,5,5,3,5,5,4,1,1,1,1,1,1,3,everywhere
Female,,16,Yes,Mixed - White and Black Caribbean,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,Cycle,,Yes,Access to school,5,5,5,3,3,4,1,1,3,3,1,1,3,School
Female,,17,Yes,White British,,No,Yes,Yes,Dissaprove,4,Two,Bus,,Yes,Walk,,Yes,"Free transport is important to me as it’s something i use everyday day in order to get to school or even to meet friends. Having to pay for transport could build up to a lot especially as i don’t currently have a job, i may not be able to afford it and would have to change the way i travel to school etc.",5,5,3,2,5,4,1,1,3,4,2,2,4,Social events
Female,,17,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,,i don’t know,Not sure,it means a lot if education is free until the age of 19 why not free travel.,5,5,3,1,4,5,1,1,1,3,1,1,2,the outside
Female,,16,Yes,Any other Mixed background,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Yes,It means being able to get around London without having to worry about spending money on transport like adults. It makes me understand that I can still be young for 2 more years.,2,4,1,3,4,3,1,1,3,3,1,1,3,I would visit central London less and theatres.
Female,,16,Yes,Asian or Asian British - Any other Asian background,,No,No,No,Dissaprove,5,Two,Bus,,Not sure,,,No,Saving money for more important stuff,4,2,4,2,2,4,2,4,2,4,2,2,5,Cinemas
Female,,16,Yes,White British,,No,No,Yes,Dissaprove,4,Two,Bus,,Not sure,,,Not sure,Easy mobility,3,2,4,4,2,3,2,2,3,3,2,2,3,Central
Male,,18,Yes,,Arab,No,Yes,No,Dissaprove,5,Three,Train,,Yes,Walk,,No,It's the reason why I can move around,5,5,5,1,5,3,1,1,2,2,1,3,3,Every way
Female,,18,Yes,Any other Mixed background,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,,Car,Yes,Very important and helps a lot,5,5,3,1,5,4,3,3,5,5,5,5,1,?
Female,,17,Yes,Black or Black British – Black Caribbean,,Yes,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Not sure,Easier access to education,2,5,1,2,5,5,2,2,5,4,5,3,5,Places of worship/to do with religion
Female,,17,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,it means being able to travel freely and keep connected with friends that are further than a bus ride away,2,3,1,4,5,2,1,4,2,4,4,1,4,central london
Female,,17,Yes,Black or Black British - Black African,,No,No,Yes,Approve,5,Two,,College transport ,Not sure,,,No,Not paying for transport,3,3,3,3,3,3,3,3,5,5,5,5,4,Cinemas
Female,,16,Yes,Any other White background,,No,No,No,Dissaprove,4,One,Walk,,Yes,Walk,,No,punctuality,4,2,1,3,2,2,2,2,4,4,3,1,4,my friends
Male,,16,Yes,Any other White background,,No,No,No,Dissaprove,5,One,Walk,,No,,,No,Punctuality,4,2,4,3,3,2,2,2,4,4,3,4,4,My friends
Male,,18,Yes,White British,,Prefer not to say,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Not sure,Freedom and opportunity to travel without restrictions of money,4,3,1,2,5,5,1,1,2,3,2,1,3,Parks and woodlands and attractions
Female,,16,Yes,Mixed - White and Black African,,No,No,Yes,Dissaprove,4,Two,Tube,,Not sure,,,No,One less worry,4,2,1,2,4,1,3,4,4,5,2,3,4,Friends in other boroughs
Female,,16,Yes,Any other White background,,No,No,No,Dissaprove,5,Three,Train,,No,,,No,Education,4,5,1,1,4,4,1,1,4,3,1,1,3,Ice skating rink
Female,,16,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Freedom,5,5,1,1,1,3,2,2,3,1,1,1,3,Swimming pools
Female,,18,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,4,Two,Bus,,Yes,Bus,,Not sure,I can travel anywhere at anytime without stressing,4,5,1,3,4,3,1,1,3,2,2,1,3,Restaurants
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,freedom and flexibility,4,4,4,3,3,4,4,2,2,2,2,2,2,
Female,,16,Yes,Mixed - White and Asian,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,Free transport is so important to me because I don’t have the money to spend on bus and tube when I use the bus on a daily basis several times. I don’t have the money.,3,5,1,4,3,4,1,2,3,3,2,1,4,"Libraries, the shops"
Female,,16,Yes,Black or Black British - Black African,,No,No,No,Dissaprove,5,Two,Bus,,Not sure,,,Not sure,Access to anywhere/ Adventure,5,3,2,2,5,2,1,1,4,4,1,4,4,Cinema
Female,,16,Yes,White British,,No,No,No,Dissaprove,5,One,,Tram ,Yes,Walk,,No,,4,2,1,5,1,1,3,3,5,5,3,2,5,
Female,,16,Yes,,Eastern European white ,Prefer not to say,Yes,No,Dissaprove,5,Three,Bus,,Yes,Train,,Yes,Necessary and compulsory,5,5,1,1,5,5,1,1,3,5,2,1,4,"Shops , attractions"
Female,,17,Yes,Mixed - White and Black Caribbean,,No,Yes,No,Dissaprove,5,Two,Bus,,Yes,Train,,No,It’s means everything it is essential to me eveyday I go to school and to any other places I wish to go to.,3,2,1,5,2,1,4,3,5,5,3,1,4,Restaurants
Male,,17,Yes,Mixed - White and Black Caribbean,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,Walk,,No,Vital,5,1,3,3,5,3,2,1,3,3,3,2,3,Most places
Female,,17,Yes,Prefer Not to Say,,No,No,Yes,Dissaprove,5,Two,Tube,,Yes,,Car,Yes,Free transport is very crucial to students,5,5,5,5,5,5,5,1,1,1,1,1,1,Leisure centre
Male,,16,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,,Car,Yes,Being able to travel without any worries about changing and payments,5,5,3,1,5,5,1,1,1,1,1,1,1,Work
Female,,16,Yes,Asian or Asian British - Any other Asian background,,No,No,No,Dissaprove,5,Two,Bus,,Not sure,,,Not sure,one less thing to worry about,5,4,1,1,5,5,1,3,2,4,1,1,4,freinds' houses
Female,,16,Yes,Any other Mixed background,,No,Yes,No,Dissaprove,5,Three,Bus,,Yes,Bus,,Yes,Very important,5,5,1,1,5,1,1,3,5,5,1,1,5,Far places
Male,,17,Yes,Any other Mixed background,,No,Yes,Yes,Dissaprove,5,More than three,Bus,,Yes,Train,,No,It means alot becuase it would cost me so much money which i dont have,5,5,3,3,4,3,4,3,5,5,5,5,2,Outside areas of my community as it would be alot
Female,,16,Yes,White British,,No,No,No,Dissaprove,5,Two,Bus,,No,,,Yes,Very important,5,5,2,2,2,5,3,3,3,3,3,3,3,Anywhere
Female,,16,Yes,,Latino,No,Prefer not to say,No,Dissaprove,5,Two,Bus,,Yes,Bus,,Yes,Great Privilege,5,3,1,2,5,4,1,1,2,5,1,3,3,Library
Female,,17,Yes,Prefer Not to Say,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,Free transport is a necessity to students living in London,5,3,5,4,3,1,3,3,2,4,1,1,4,Leisure places
Female,,17,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Two,Bus,,No,,,No,I can use the bus for essential travel eg to and from school,5,4,1,2,4,2,1,1,2,3,2,2,2,Volunteering
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Yes,Beneficial,4,5,1,3,4,4,1,3,2,3,1,1,3,Shopping centres
Female,,16,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Tube,,No,,,No,Openness,2,4,4,5,1,3,5,5,5,5,5,5,5,
Female,,16,Yes,Black or Black British - Any other Black background,,Yes,No,Yes,Dissaprove,5,More than three,Bus,,Yes,Cycle,,Yes,I feel young,5,4,3,3,4,3,2,2,2,3,2,3,3,School
Female,,16,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Bus,,No,,,Not sure,It means I can easily go to and from school without having any complications. As children we are currently not working and removing free travel will only put strain on households.,5,3,4,3,3,2,1,1,4,5,2,4,5,I wouldn’t travel to see nice places as often
Female,,17,Yes,White British,,Prefer not to say,No,No,Dissaprove,5,Three,,Bus and trains,Yes,Train,,Yes,Freedom to travel knowing that i can be safe and without needing to worrie,5,5,1,5,5,5,1,1,1,1,1,1,1,School or college due to the lack of funds
Female,,16,Yes,Any other White background,,No,Yes,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Not sure,"it means very much as i would have to limit how many different places i can go and experience, even just going to a museum with my 4 siblings (who are all under 18 and would loose free travel) as it’ll be way to expensive for us to travel.",4,4,1,2,4,4,2,1,3,5,2,1,3,i wouldn’t visit friends outside of my borough or be able to take care of disabled family members as often.
Male,,17,Yes,Mixed - White and Asian,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,,Car,No,Without free travel I wouldn’t be able to,5,1,1,1,5,2,3,3,3,3,3,3,4,Dk
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,5,One,Walk,,No,,,No,being able to travel around london more and visit places i can’t usually,4,3,2,2,4,4,2,2,2,4,2,3,1,"markets, cinemas, theatres"
Male,,17,Yes,Asian or Asian British – Pakistani,,No,No,No,Dissaprove,5,Two,Train,,Yes,Train,,Yes,It helps me get to school without worrying about having enough money and it gives a reliable way to travel.,4,4,2,2,3,3,2,2,2,2,2,2,4,Job interviews or meeting up with people
Female,,17,Yes,Mixed - White and Black African,,No,No,No,Don't know,5,One,Bus,,Not sure,,,Yes,Getting places more less advance than adults,5,3,5,4,5,1,3,3,5,4,5,1,5,Central london
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,More than three,Train,,Yes,Walk,,Yes,Everything,5,5,1,1,5,5,1,1,2,1,1,1,3,"Clubs,resturants or anywhere"
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,One,Tube,,Yes,Tube,,Not sure,More to explore,4,4,3,3,4,2,1,1,2,3,3,3,3,Shops
Female,,16,Yes,Mixed - White and Asian,,No,No,Yes,Dissaprove,5,One,Bus,,Not sure,,,No,Freedom,5,4,2,2,3,2,1,1,2,5,2,1,4,
Female,,16,Yes,Any other White background,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Not sure,Freedom,5,5,2,1,5,4,3,4,5,5,5,1,2,City of london
Female,,17,Yes,White British,,Prefer not to say,No,Yes,Dissaprove,5,More than three,Bus,,Yes,,I won’t be able to go ,No,It is important as it gets me to education,3,2,2,1,5,3,2,2,3,3,3,2,3,"College, work and family"
Female,,17,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Two,Train,,Yes,Bus,,Yes,Everything,5,4,1,1,5,3,1,1,1,2,1,1,1,Restaurants
Female,,17,Yes,Black or Black British – Black Caribbean,,No,Prefer not to say,No,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,It means a lot to me as I don’t have a job myself to pay for travel and would not feel comfortable asking my mum for money for essential travel,5,5,3,2,4,5,2,2,3,3,1,2,4,I wouldn’t go to central London as much as I do now
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,4,Two,Train,,Yes,Train,,Not sure,It’s helpful because I don’t need to stress about the other things I stress about in the morning,5,4,1,3,5,1,2,2,4,5,5,4,5,Libraries
Male,,16,Yes,White British,,No,Yes,Yes,Dissaprove,5,Three,Train,,Yes,Train,,Yes,freedom,1,3,1,2,5,5,1,1,3,5,5,5,5,most places
Female,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Not sure,Freedom,5,4,3,1,3,5,1,1,3,3,1,1,3,Ice Rink
Female,,18,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Yes,Free bus journey,5,5,1,3,5,4,3,1,3,1,1,1,2,Gym
Female,,17,Yes,White British,,Prefer not to say,Prefer not to say,No,Dissaprove,5,Three,Bus,,Not sure,,,Not sure,less stress surrounding my money and more freedom,5,2,2,2,3,3,2,2,3,4,3,3,4,probably see friends less and be a bit less social
Female,,16,Yes,Any other White background,,No,No,No,Dissaprove,5,One,Bus,,Yes,,Car,No,"Free transport allows freedom at a young age and to enhance opportunities by using free transport. Everyday it’s used for students to attend school, meet up with friends and it’s a part of getting by and if that were to be taken away thousands of students will struggle to pay and this may affect their choice of school or even cause a change of lifestyle. Instead of saving money for a school textbook it will now be used to on transport which isn’t fair since students can’t work a huge amount due to studies and whatever work they do it’s extremely low pay so just won’t balance up",5,3,3,2,5,2,1,1,4,2,2,2,5,I would visit friends less as I could be saving transport money to go to school instead. This will take a toll on my mental health as I will be stuck at home more
Female,,16,Yes,Any other White background,,Yes,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,"Gives independence, don't need to rely on parents",5,5,1,3,2,5,2,2,2,3,2,3,4,All places have been mentioned
Female,,16,Yes,Any other White background,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,Comfort and ease of mind,5,3,2,4,4,3,3,3,2,4,2,3,5,Frivolous unnecessary outings
Female,,17,Yes,Asian or Asian British - Any other Asian background,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Bus,,No,Free bus,4,2,1,4,3,3,2,2,5,5,4,3,4,When i have to take train
Female,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,Train,,No,It means a lot as my mum is  the only parent in the house hold and is not employed whilst raising 3 children who depend on public transport!,5,5,1,1,5,4,1,1,3,5,3,3,3,Going to school for events which are great but not vital
Male,,16,Yes,Prefer Not to Say,,No,No,Yes,Dissaprove,4,Three,Train,,Not sure,,,No,easier to get to education,4,3,3,2,3,3,2,1,4,5,4,3,5,place of worship
Male,,17,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,No,Free Transport it very important to me as I can get to college quickly and easily.,4,3,5,1,2,2,2,3,2,5,4,4,5,My friends houses
Male,,16,Yes,White British,,No,No,No,Dissaprove,3,Two,Train,,No,,,No,essential,4,2,2,5,3,1,3,2,5,2,4,2,5,restaurants
Female,,17,Yes,Prefer Not to Say,,No,No,No,Dissaprove,5,One,Bus,,Yes,,Car,Yes,Being able to get to school on my own or being able to hang out with friends.,5,1,2,1,1,3,2,2,4,3,2,2,2,Shops
Female,,17,Yes,White British,,No,Prefer not to say,Yes,Dissaprove,5,More than three,Bus,,Yes,Walk,,Yes,Free transport is essential for me. My college is near enough an hour away from where i live by transport and by taking that away i will not be able to attend on time or at all. It is my only means of getting around both to work on a weekend and college during the week,3,5,1,1,5,5,3,3,3,5,3,5,4,My family who live a fair distance from me
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,5,More than three,Train,,Yes,Train,,Not sure,"It allows me to get to and from college efficiently, making sure I am there on time",5,5,1,2,5,3,3,3,3,3,3,3,3,I would struggle to get to and from college
Female,,16,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Not worrying financially about travel,5,4,2,2,4,4,1,2,4,2,1,1,2,Mainly just friends and family outside my area
Female,,17,Yes,Asian or Asian British – Pakistani,,No,No,Yes,Approve,5,Three,Train,,Yes,Train,,Yes,Freedom,5,5,1,1,1,2,1,1,1,1,1,1,1,School
Female,,16,Yes,Any other Mixed background,,No,No,No,Dissaprove,5,Three,Bus,,Yes,Bus,,Yes,It means having an opportunity to travel freely to the school best suited for my needs without having to worry about cost of travel,5,3,2,2,5,4,1,2,3,1,1,2,4,Supermarkets
Male,,16,Yes,White British,,Prefer not to say,No,Yes,Dissaprove,4,One,Walk,,Yes,Walk,,Not sure,Guarantee,4,3,1,2,3,2,3,2,3,4,2,2,5,Cinema
Male,,16,Yes,,Mixed African ,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Train,,Not sure,Free bus travel and discounted train tickets,5,3,1,4,4,1,1,1,4,2,4,1,5,Friends from different boroughs
Female,,17,Yes,,White,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Bus,,Not sure,It would be less of a payment and also less of a worry and struggle as what if I don’t have money to pay for the bus fee,4,2,3,2,5,4,1,1,2,3,3,2,3,Too see family
Male,,16,Yes,Any other White background,,No,Yes,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Not sure,I live in a relatively poor household so free transport meant more money for food,4,5,3,1,5,5,2,2,3,4,1,2,3,Probably wouldn't be able to find work outside my local area due to walking distance
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,"So important, I am a young student and athlete and free travel really helps my family financially when it comes to me getting around.",4,3,1,2,4,3,1,1,4,3,4,5,3,The city
Female,,16,Yes,White British,,No,No,Yes,Dissaprove,5,Three,Train,,Yes,Bus,,No,Freedom,5,4,2,1,5,3,3,2,4,2,1,2,3,Shops
Female,,18,Yes,Black or Black British - Black African,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Yes,Being able to get a free bus to college every day is efficient,4,4,3,1,5,3,1,1,2,3,2,2,2,College
Female,,16,Yes,White British,,No,No,Yes,Dissaprove,5,One,Bus,,Not sure,,,Yes,"Effective, easy, helpful, lifesaver",5,4,2,2,2,2,1,1,2,3,3,2,3,Close family members
Female,,16,Yes,White British,,No,No,Yes,Dissaprove,4,Two,Bus,,Yes,Bus,,Yes,"Important, easy",5,5,1,2,5,3,1,2,3,3,2,3,3,Seeing close family
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Train,,Yes,Bus,,No,,4,5,2,3,4,3,3,3,3,5,3,3,3,
Male,,18,Yes,White British,,Prefer not to say,Prefer not to say,No,Dissaprove,4,Two,Bus,,Not sure,,,Yes,,5,4,2,2,3,3,1,1,3,4,1,3,3,Central London
Female,,16,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,"It allows me to see the beautiful city and learn more about the place I live, it helps me meet up and talk to friends and family",5,5,1,2,4,3,2,2,1,4,2,2,2,"Cinemas, restaurants and public places"
